district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,nearest_city,property_type,house_size_sqft,house_age,condition,furnishing_status,road_access_width_ft,distance_to_main_road_km,distance_to_town_km,has_boundary_wall,has_servant_room,has_hot_water,has_security,roof_type,floor_type,listed_year,price_per_perch,bathroom_bedroom_ratio,luxury_score,location_category,house_selling_price_lkr
Mullaitivu,Mullaitivu Central,28,4,3,250,2,TRUE,TRUE,Pipe-borne,Three phase,3,1992,21437675,Mullaitivu,House,2930,34,Needs renovation,Semi furnished,15,4.8,10.97,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2025,765631,0.75,10,Rural,32342000
Galle,Unawatuna,33,7,5,250,2,FALSE,FALSE,Both,Single phase,3,2024,54727450,Galle,Villa,3900,2,New,Unfurnished,15,2.15,3.15,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2024,1658408,0.71,3,Urban,108401000
Vavuniya,Vavuniya Central,11,5,4,112,1,FALSE,FALSE,Pipe-borne,Three phase,2,1997,9971425,Vavuniya,House,2640,29,Needs renovation,Semi furnished,20,8.68,10.66,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2023,906493,0.8,4,Rural,18119000
Mullaitivu,Mullaitivu Central,13,6,5,142,2,FALSE,TRUE,Pipe-borne,Three phase,1,1991,11380190,Mullaitivu,House,2920,35,Needs renovation,Semi furnished,12,3.62,9.95,TRUE,FALSE,TRUE,TRUE,Tile,Tile,2023,875399,0.83,9,Rural,24433000
Colombo,Bambalapitiya,2,1,1,35,0,TRUE,TRUE,Both,Three phase,1,1998,8617400,Colombo,House,570,28,Needs renovation,Semi furnished,12,1.5,0.88,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,4308700,1,6,Urban,19955000
Nuwara Eliya,Nuwara Eliya Central,7,2,1,65,0,FALSE,TRUE,Both,Single phase,1,1999,13941571,Nuwara Eliya,House,1130,27,Needs renovation,Unfurnished,20,3.85,10.12,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2024,1991653,0.5,4,Semi-urban,17361000
Puttalam,Puttalam Central,19,6,5,153,3,TRUE,FALSE,Pipe-borne,Single phase,1,2003,16678142,Puttalam,Villa,3190,23,Average,Semi furnished,12,5.5,2.7,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,877797,0.83,7,Semi-urban,40719000
Nuwara Eliya,Nuwara Eliya Central,4,2,1,65,1,TRUE,TRUE,Pipe-borne,Single phase,1,1995,9937307,Nuwara Eliya,House,1200,31,Needs renovation,Semi furnished,20,1.31,10.14,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2025,2484327,0.5,6,Semi-urban,13826000
Kilinochchi,Kilinochchi Central,14,5,5,144,1,FALSE,TRUE,Pipe-borne,Three phase,1,1997,13465608,Kilinochchi,House,2610,29,Needs renovation,Unfurnished,12,7.38,6.98,FALSE,FALSE,FALSE,TRUE,Tile,Tile,2025,961829,1,5,Rural,19656000
Hambantota,Hambantota Town,13,4,4,200,1,TRUE,FALSE,Both,Single phase,2,2008,16032195,Hambantota,House,2500,18,Average,Semi furnished,12,2.59,2.78,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1233246,1,5,Semi-urban,36975000
Matara,Matara Town,12,7,5,127,1,TRUE,TRUE,Both,Single phase,1,1999,15335049,Matara,House,2960,27,Needs renovation,Semi furnished,25,1.93,1.51,TRUE,FALSE,FALSE,TRUE,Asbestos,Cement,2025,1277921,0.71,7,Urban,32467000
Matara,Weligama,17,7,5,145,1,FALSE,TRUE,Both,Single phase,1,2008,19809489,Matara,Villa,3350,18,Average,Semi furnished,12,1.03,0.59,TRUE,TRUE,FALSE,TRUE,Tile,Granite,2023,1165264,0.71,6,Urban,52162000
Matale,Matale Central,28,5,4,187,2,FALSE,TRUE,Both,Single phase,2,2005,29069378,Matale,House,2810,21,Average,Unfurnished,25,2.85,7.77,TRUE,TRUE,TRUE,FALSE,Concrete slab,Terrazzo,2025,1038192,0.8,6,Semi-urban,48230000
Monaragala,Monaragala Central,16,5,5,139,1,FALSE,TRUE,Well,Single phase,1,1989,16152548,Monaragala,House,2660,37,Needs renovation,Semi furnished,20,1.86,10.14,TRUE,TRUE,FALSE,FALSE,Tile,Cement,2023,1009534,1,5,Rural,23175000
Jaffna,Nallur,2,4,3,35,2,TRUE,TRUE,Pipe-borne,Three phase,2,1989,6000083,Jaffna,House,2020,37,Needs renovation,Semi furnished,20,1.47,1.1,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,3000042,0.75,9,Urban,16289000
Monaragala,Monaragala Central,3,3,3,35,1,TRUE,TRUE,Both,Single phase,1,2007,2787987,Monaragala,House,1520,19,Average,Fully furnished,20,4.4,9.35,TRUE,TRUE,TRUE,FALSE,Concrete slab,Terrazzo,2023,929329,1,8,Rural,9758000
Monaragala,Monaragala Central,14,7,5,172,3,TRUE,FALSE,Both,Single phase,3,2022,19925425,Monaragala,House,3500,4,Good,Fully furnished,12,5.6,16.83,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2026,1423245,0.71,7,Rural,49471000
Gampaha,Ragama,15,6,5,166,1,FALSE,FALSE,Both,Three phase,2,2009,28232403,Gampaha,House,3100,17,Average,Semi furnished,12,2,4.45,TRUE,FALSE,FALSE,TRUE,Tile,Terrazzo,2023,1882160,0.83,5,Urban,58150000
Trincomalee,China Bay,2,2,2,35,0,TRUE,FALSE,Pipe-borne,Three phase,2,1999,3497885,Trincomalee,Annex,1340,27,Needs renovation,Semi furnished,25,1.12,5.05,FALSE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,1748942,1,4,Semi-urban,8440000
Mullaitivu,Mullaitivu Central,14,3,2,164,1,FALSE,FALSE,Pipe-borne,Single phase,1,2003,11886033,Mullaitivu,House,1960,23,Average,Semi furnished,15,2.12,10.22,FALSE,FALSE,TRUE,TRUE,Tile,Tile,2024,849002,0.67,4,Rural,20975000
Nuwara Eliya,Nuwara Eliya Central,6,3,2,79,0,TRUE,FALSE,Both,Three phase,2,1991,10127044,Nuwara Eliya,House,1670,35,Needs renovation,Fully furnished,20,2.72,5.92,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1687841,0.67,5,Semi-urban,18755000
Mullaitivu,Mullaitivu Central,10,2,2,119,0,TRUE,FALSE,Well,Single phase,1,2019,8948886,Mullaitivu,House,1420,7,Good,Semi furnished,30,7.51,14.55,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2023,894889,1,4,Rural,17551000
Batticaloa,Kallady,17,6,5,110,1,FALSE,TRUE,Both,Three phase,1,2023,17175011,Batticaloa,Villa,3090,3,New,Fully furnished,12,2.65,10.65,TRUE,TRUE,TRUE,FALSE,Tile,Cement,2024,1010295,0.83,8,Rural,52792000
Colombo,Rajagiriya,20,5,5,195,1,TRUE,TRUE,Well,Three phase,2,2018,72207437,Colombo,Bungalow,2880,8,Good,Semi furnished,12,1.03,2.9,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2026,3610372,1,8,Urban,189944000
Mannar,Mannar Central,6,4,4,79,1,FALSE,FALSE,Both,Three phase,1,2013,8156350,Mannar,House,1810,13,Average,Semi furnished,10,8.24,10.57,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2023,1359392,1,5,Rural,20867000
Colombo,Narahenpita,5,1,1,39,1,FALSE,TRUE,Well,Single phase,1,1985,11189220,Colombo,House,980,41,Needs renovation,Fully furnished,30,0.97,1.28,FALSE,FALSE,TRUE,TRUE,Asbestos,Cement,2025,2237844,1,7,Urban,39162000
Mullaitivu,Mullaitivu Central,15,6,5,142,3,TRUE,FALSE,Well,Three phase,1,2016,13730466,Mullaitivu,House,2880,10,Good,Semi furnished,15,9,15.22,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2025,915364,0.83,8,Rural,38306000
Monaragala,Monaragala Central,4,1,1,57,0,TRUE,TRUE,Well,Single phase,1,2025,4679201,Monaragala,House,870,1,New,Semi furnished,15,2.86,19.43,FALSE,TRUE,TRUE,TRUE,Tile,Granite,2023,1169800,1,6,Rural,12361000
Matara,Nupe,19,7,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,2,1993,28395230,Matara,Villa,3680,33,Needs renovation,Unfurnished,15,2.13,1.4,TRUE,TRUE,FALSE,TRUE,Concrete slab,Terrazzo,2025,1494486,0.71,6,Urban,42935000
Kurunegala,Pannala,3,2,1,35,1,FALSE,FALSE,Both,Three phase,2,1996,3803657,Kurunegala,Apartment,1330,30,Needs renovation,Unfurnished,25,2.26,1.82,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1267886,0.5,4,Urban,9352000
Monaragala,Monaragala Central,28,7,5,231,3,TRUE,TRUE,Pipe-borne,Single phase,2,1999,29102928,Monaragala,House,3450,27,Needs renovation,Semi furnished,30,6.2,7.92,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1039390,0.71,8,Rural,43920000
Ratnapura,Ratnapura Town,9,5,5,93,0,TRUE,TRUE,Both,Single phase,2,2009,10838488,Ratnapura,House,2600,17,Average,Semi furnished,25,2.2,2.58,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1204276,1,6,Semi-urban,31630000
Galle,Unawatuna,9,3,3,60,1,FALSE,TRUE,Both,Three phase,1,2025,15059946,Galle,House,1630,1,New,Semi furnished,12,0.74,1.39,TRUE,FALSE,TRUE,TRUE,Tile,Tile,2026,1673327,1,8,Urban,41039000
Galle,Karapitiya,10,5,5,134,1,TRUE,TRUE,Well,Three phase,2,1988,20220976,Galle,House,2770,38,Needs renovation,Unfurnished,30,0.56,0.96,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2024,2022098,1,8,Urban,32060000
Monaragala,Monaragala Central,26,4,4,207,2,FALSE,TRUE,Well,Three phase,2,2000,23341835,Monaragala,House,2520,26,Needs renovation,Fully furnished,20,5.21,18,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2026,897763,1,8,Rural,32044000
Matale,Matale Central,5,2,1,57,0,FALSE,FALSE,Well,Three phase,1,2022,6071903,Matale,House,980,4,Good,Semi furnished,15,1.94,5.25,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2023,1214381,0.5,4,Semi-urban,14323000
Ampara,Ampara Central,13,4,3,102,3,TRUE,FALSE,Well,Three phase,2,2004,11076447,Ampara,House,2380,22,Average,Unfurnished,15,4.24,5.45,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2026,852034,0.75,7,Rural,23116000
Kandy,Peradeniya,7,5,4,88,0,TRUE,TRUE,Well,Single phase,1,1990,11605766,Kandy,House,2300,36,Needs renovation,Fully furnished,12,2.34,1.73,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2025,1657967,0.8,8,Urban,24919000
Matale,Matale Central,8,4,3,73,0,TRUE,FALSE,Well,Single phase,1,2019,10183424,Matale,House,1710,7,Good,Semi furnished,15,3.87,11.78,TRUE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2025,1272928,0.75,4,Semi-urban,22957000
Kegalle,Kegalle Central,14,6,5,184,1,TRUE,TRUE,Both,Single phase,2,2012,20264481,Kegalle,House,3220,14,Average,Unfurnished,12,4.11,7.42,TRUE,FALSE,FALSE,TRUE,Concrete slab,Granite,2025,1447463,0.83,6,Semi-urban,41049000
Vavuniya,Vavuniya Central,2,1,1,35,1,TRUE,TRUE,Pipe-borne,Three phase,1,2011,4189741,Vavuniya,Annex,550,15,Average,Semi furnished,12,4.64,10.02,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,2094870,1,8,Rural,7888000
Puttalam,Puttalam Central,14,5,4,160,2,FALSE,TRUE,Both,Single phase,1,2008,16886070,Puttalam,House,2730,18,Average,Semi furnished,12,3.81,6.78,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1206148,0.8,7,Semi-urban,37208000
Polonnaruwa,Polonnaruwa Central,28,6,5,250,1,TRUE,FALSE,Well,Single phase,2,2001,22995994,Polonnaruwa,House,3200,25,Average,Unfurnished,30,1.9,4.28,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,821286,0.83,2,Semi-urban,40730000
Nuwara Eliya,Nuwara Eliya Central,21,5,4,250,2,TRUE,FALSE,Pipe-borne,Three phase,3,2022,59454696,Nuwara Eliya,House,3100,4,Good,Semi furnished,25,3.37,6.98,TRUE,TRUE,FALSE,TRUE,Tile,Granite,2023,2831176,0.8,7,Semi-urban,82915000
Anuradhapura,Nuwaragam Palatha,4,3,2,35,3,TRUE,FALSE,Well,Three phase,1,2010,5203154,Anuradhapura,House,1640,16,Average,Semi furnished,15,2.9,3.22,FALSE,FALSE,TRUE,FALSE,Tile,Cement,2025,1300788,0.67,7,Semi-urban,17974000
Jaffna,Jaffna Town,5,3,2,42,0,TRUE,TRUE,Well,Three phase,1,1995,7441345,Jaffna,House,1540,31,Needs renovation,Semi furnished,15,0.34,1.79,FALSE,FALSE,FALSE,FALSE,Asbestos,Cement,2023,1488269,0.67,5,Urban,15056000
Puttalam,Puttalam Central,5,3,2,75,1,FALSE,FALSE,Both,Single phase,1,1991,7106870,Puttalam,House,1630,35,Needs renovation,Semi furnished,15,5.32,4.53,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2025,1421374,0.67,3,Semi-urban,11638000
Matale,Matale Central,11,6,5,86,3,FALSE,TRUE,Well,Single phase,1,1985,15105766,Matale,House,2750,41,Needs renovation,Unfurnished,20,0.68,10.2,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2023,1373251,0.83,6,Semi-urban,23267000
Jaffna,Chunnakam,25,6,5,180,2,FALSE,FALSE,Pipe-borne,Three phase,2,1989,25853464,Jaffna,Bungalow,3310,37,Needs renovation,Unfurnished,30,1.4,2.57,FALSE,FALSE,TRUE,TRUE,Concrete slab,Cement,2023,1034139,0.83,5,Urban,40783000
Vavuniya,Vavuniya Central,8,3,2,78,2,TRUE,TRUE,Pipe-borne,Three phase,1,2010,7857392,Vavuniya,House,1540,16,Average,Fully furnished,20,4.03,8.02,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2024,982174,0.67,10,Rural,20933000
Anuradhapura,New Town,4,3,3,55,1,FALSE,FALSE,Both,Three phase,2,2004,3412923,Anuradhapura,House,1540,22,Average,Semi furnished,12,1.2,4.56,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2024,853231,1,4,Semi-urban,11945000
Hambantota,Hambantota Town,14,5,5,105,1,TRUE,FALSE,Both,Single phase,2,1998,11733385,Hambantota,House,2710,28,Needs renovation,Fully furnished,15,1.09,4.37,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2023,838099,1,5,Semi-urban,32043000
Hambantota,Ambalantota,16,4,3,129,1,TRUE,FALSE,Well,Three phase,1,2004,15132719,Hambantota,House,2200,22,Average,Unfurnished,30,2.89,6,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2026,945795,0.75,4,Semi-urban,31885000
Polonnaruwa,Polonnaruwa Central,5,3,3,83,1,FALSE,FALSE,Well,Three phase,2,2003,5820124,Polonnaruwa,House,1860,23,Average,Unfurnished,20,0.91,5.91,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,1164025,1,4,Semi-urban,16957000
Ampara,Ampara Central,32,4,3,250,1,FALSE,TRUE,Pipe-borne,Three phase,3,1988,36138132,Ampara,House,2620,38,Needs renovation,Unfurnished,25,6.88,11.31,TRUE,TRUE,TRUE,FALSE,Tile,Cement,2025,1129317,0.75,6,Rural,34215000
Badulla,Badulla Town,14,7,5,149,2,TRUE,TRUE,Pipe-borne,Three phase,2,2017,19409828,Badulla,House,3330,9,Good,Semi furnished,10,4.23,7.36,TRUE,TRUE,FALSE,FALSE,Tile,Tile,2023,1386416,0.71,8,Semi-urban,55384000
Ampara,Ampara Central,3,2,1,35,2,TRUE,TRUE,Pipe-borne,Single phase,1,1996,4723566,Ampara,House,1210,30,Needs renovation,Unfurnished,30,6.34,10.15,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1574522,0.5,6,Rural,7768000
Kalutara,Wadduwa,10,4,3,112,0,TRUE,TRUE,Well,Three phase,1,1992,14884350,Kalutara,House,1990,34,Needs renovation,Fully furnished,12,2.48,2.09,FALSE,FALSE,FALSE,FALSE,Tile,Cement,2025,1488435,0.75,6,Urban,26937000
Colombo,Narahenpita,2,1,1,73,2,FALSE,FALSE,Well,Single phase,1,2017,9734191,Colombo,Apartment,860,9,Good,Semi furnished,20,0.76,4.7,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2026,4867096,1,5,Urban,25864000
Mannar,Mannar Central,14,7,5,137,1,TRUE,FALSE,Well,Single phase,1,2025,14089763,Mannar,House,3030,1,New,Unfurnished,25,4.85,14.42,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2025,1006412,0.71,3,Rural,38030000
Kurunegala,Melsiripura,9,3,2,94,1,FALSE,TRUE,Pipe-borne,Three phase,2,2010,12682940,Kurunegala,House,1760,16,Average,Semi furnished,15,2.3,2.97,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,1409216,0.67,7,Urban,26206000
Colombo,Mount Lavinia,11,4,3,71,0,TRUE,FALSE,Pipe-borne,Single phase,1,2017,28722717,Colombo,House,1950,9,Good,Fully furnished,25,2.38,4.42,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2026,2611156,0.75,5,Urban,50548000
Mullaitivu,Mullaitivu Central,6,4,4,80,0,TRUE,TRUE,Well,Three phase,2,1987,6607382,Mullaitivu,House,2050,39,Needs renovation,Unfurnished,12,4.56,8.1,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,1101230,1,6,Rural,11326000
Polonnaruwa,Polonnaruwa Central,3,2,1,76,0,TRUE,FALSE,Both,Three phase,1,2015,3639217,Polonnaruwa,House,1040,11,Good,Unfurnished,12,1.17,3.67,FALSE,FALSE,FALSE,TRUE,Tile,Tile,2025,1213072,0.5,3,Semi-urban,10911000
Monaragala,Monaragala Central,8,2,1,73,1,TRUE,FALSE,Pipe-borne,Three phase,2,1999,5733047,Monaragala,House,1520,27,Needs renovation,Unfurnished,20,8.05,6.2,TRUE,FALSE,FALSE,FALSE,Asbestos,Terrazzo,2024,716631,0.5,4,Rural,10751000
Batticaloa,Batticaloa Town,8,3,2,90,0,FALSE,FALSE,Well,Single phase,1,2003,8560224,Batticaloa,House,1430,23,Average,Unfurnished,20,7.16,18.55,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,1070028,0.67,2,Rural,15154000
Hambantota,Tangalle,2,3,2,50,0,TRUE,FALSE,Both,Three phase,1,1985,3211142,Hambantota,House,1280,41,Needs renovation,Semi furnished,10,3.06,6.47,FALSE,FALSE,FALSE,FALSE,Asbestos,Tile,2024,1605571,0.67,3,Semi-urban,7073000
Jaffna,Chunnakam,10,4,3,78,0,TRUE,TRUE,Both,Three phase,1,2014,15444721,Jaffna,House,1890,12,Good,Semi furnished,15,0.14,2.86,TRUE,TRUE,TRUE,TRUE,Tile,Cement,2025,1544472,0.75,8,Urban,33979000
Batticaloa,Batticaloa Town,2,1,1,35,1,TRUE,FALSE,Pipe-borne,Three phase,1,2006,3289925,Batticaloa,House,710,20,Average,Semi furnished,15,7.66,19.43,TRUE,FALSE,FALSE,TRUE,Concrete slab,Granite,2025,1644962,1,6,Rural,7277000
Kilinochchi,Kilinochchi Central,30,7,5,250,1,TRUE,TRUE,Well,Three phase,3,2005,30832574,Kilinochchi,House,3560,21,Average,Semi furnished,20,7.79,4.26,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2023,1027752,0.71,8,Rural,55412000
Kegalle,Kegalle Central,19,4,3,176,3,FALSE,TRUE,Both,Three phase,2,2005,28258198,Kegalle,House,2650,21,Average,Semi furnished,15,3.59,8.33,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2023,1487274,0.75,9,Semi-urban,50990000
Vavuniya,Vavuniya Central,14,6,5,146,1,FALSE,FALSE,Both,Single phase,2,1989,12682869,Vavuniya,House,3040,37,Needs renovation,Fully furnished,20,7.6,14.46,FALSE,TRUE,TRUE,TRUE,Concrete slab,Tile,2023,905919,0.83,5,Rural,24332000
Gampaha,Ja-Ela,9,2,1,91,0,TRUE,FALSE,Both,Three phase,1,1999,19128573,Gampaha,House,1190,27,Needs renovation,Unfurnished,15,0.29,4.8,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,2125397,0.5,4,Urban,25610000
Batticaloa,Kallady,24,5,4,250,2,FALSE,TRUE,Pipe-borne,Single phase,2,2001,27731721,Batticaloa,House,2990,25,Average,Unfurnished,12,1.92,3.16,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1155488,0.8,5,Rural,38198000
Matale,Matale Central,5,1,1,80,2,FALSE,FALSE,Well,Single phase,1,2005,7673668,Matale,Annex,840,21,Average,Unfurnished,12,3.96,7.23,FALSE,FALSE,TRUE,FALSE,Tile,Terrazzo,2025,1534734,1,3,Semi-urban,12183000
Hambantota,Tangalle,4,1,1,70,0,TRUE,FALSE,Pipe-borne,Single phase,1,2009,4527902,Hambantota,Annex,710,17,Average,Unfurnished,12,4.26,8.84,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,1131976,1,3,Semi-urban,9953000
Badulla,Hali Ela,14,6,5,125,1,FALSE,TRUE,Pipe-borne,Three phase,1,1995,11427728,Badulla,House,2780,31,Needs renovation,Unfurnished,20,3.95,1.86,TRUE,TRUE,TRUE,TRUE,Concrete slab,Terrazzo,2025,816266,0.83,7,Semi-urban,24182000
Gampaha,Kadawatha,2,2,1,35,0,TRUE,TRUE,Both,Three phase,1,2018,6091961,Gampaha,House,980,8,Good,Semi furnished,15,0.95,4.72,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,3045980,0.5,6,Urban,14746000
Ratnapura,Ratnapura Town,8,4,3,90,2,FALSE,TRUE,Well,Single phase,2,2001,10991340,Ratnapura,House,2050,25,Average,Semi furnished,12,4.42,2.7,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1373918,0.75,6,Semi-urban,24609000
Nuwara Eliya,Nuwara Eliya Central,23,6,5,219,1,TRUE,TRUE,Well,Three phase,2,1988,55605121,Nuwara Eliya,Villa,3360,38,Needs renovation,Unfurnished,12,2.54,1.29,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,2417614,0.83,7,Semi-urban,59560000
Jaffna,Chunnakam,9,2,1,92,0,FALSE,TRUE,Well,Single phase,1,1992,12103011,Jaffna,House,1340,34,Needs renovation,Unfurnished,12,2.45,2.95,TRUE,FALSE,TRUE,TRUE,Asbestos,Cement,2023,1344779,0.5,5,Urban,16907000
Mullaitivu,Mullaitivu Central,4,3,2,35,2,FALSE,TRUE,Well,Three phase,2,1996,3888618,Mullaitivu,House,1670,30,Needs renovation,Unfurnished,20,4.21,19.05,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2023,972154,0.67,8,Rural,11027000
Badulla,Badulla Town,10,3,3,110,1,TRUE,TRUE,Both,Single phase,2,1988,12473117,Badulla,House,1950,38,Needs renovation,Unfurnished,20,2.15,4.68,FALSE,FALSE,TRUE,FALSE,Concrete slab,Cement,2026,1247312,1,5,Semi-urban,17629000
Batticaloa,Batticaloa Town,11,4,3,102,0,TRUE,TRUE,Pipe-borne,Single phase,2,1998,10857382,Batticaloa,House,2200,28,Needs renovation,Unfurnished,15,3.69,14.81,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2024,987035,0.75,5,Rural,16605000
Jaffna,Kokuvil,7,3,2,98,2,FALSE,TRUE,Pipe-borne,Three phase,1,1993,11852343,Jaffna,House,1740,33,Needs renovation,Unfurnished,12,0.53,3.88,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2026,1693192,0.67,7,Urban,16445000
Mullaitivu,Mullaitivu Central,4,3,2,50,0,TRUE,TRUE,Pipe-borne,Single phase,1,1994,3144294,Mullaitivu,House,1400,32,Needs renovation,Unfurnished,12,2.54,8.15,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,786074,0.67,5,Rural,7284000
Ampara,Ampara Central,3,3,3,35,1,FALSE,FALSE,Both,Three phase,2,2010,4163462,Ampara,House,1650,16,Average,Semi furnished,25,7.43,9.11,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1387821,1,5,Rural,14572000
Jaffna,Chunnakam,16,7,5,116,1,TRUE,TRUE,Both,Three phase,2,2017,20846266,Jaffna,Villa,3520,9,Good,Semi furnished,30,1.06,3.81,TRUE,TRUE,TRUE,TRUE,Concrete slab,Tile,2025,1302892,0.71,9,Urban,60181000
Colombo,Borella,19,7,5,208,3,TRUE,TRUE,Both,Three phase,3,1988,66861963,Colombo,Villa,3870,38,Needs renovation,Unfurnished,15,0.46,4.99,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,3519051,0.71,9,Urban,171400000
Kegalle,Kegalle Central,11,5,4,130,0,TRUE,FALSE,Pipe-borne,Single phase,2,1995,11337468,Kegalle,House,2480,31,Needs renovation,Semi furnished,20,2.24,2.07,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2023,1030679,0.8,4,Semi-urban,21566000
Galle,Karapitiya,3,1,1,41,0,FALSE,TRUE,Both,Single phase,2,2015,5959755,Galle,House,820,11,Good,Semi furnished,15,1.42,1.79,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2025,1986585,1,6,Urban,13069000
Kandy,Peradeniya,15,6,5,194,1,TRUE,TRUE,Pipe-borne,Single phase,2,1995,33153221,Kandy,House,3200,31,Needs renovation,Unfurnished,12,1.03,3.58,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2026,2210215,0.83,7,Urban,41286000
Mannar,Mannar Central,20,5,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,2,1987,21789279,Mannar,House,3020,39,Needs renovation,Unfurnished,12,5.17,19.42,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1089464,1,6,Rural,24445000
Mullaitivu,Mullaitivu Central,13,5,5,80,1,FALSE,TRUE,Both,Three phase,2,2002,9386220,Mullaitivu,House,2680,24,Average,Unfurnished,12,5.93,14.43,TRUE,TRUE,TRUE,TRUE,Concrete slab,Tile,2024,722017,1,7,Rural,22714000
Trincomalee,Nilaveli,13,5,4,117,2,TRUE,FALSE,Pipe-borne,Three phase,2,2006,17824818,Trincomalee,House,2770,20,Average,Unfurnished,30,3.97,8.1,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1371140,0.8,6,Semi-urban,34950000
Ratnapura,Kuruwita,14,6,5,178,2,TRUE,FALSE,Pipe-borne,Single phase,2,1997,20714673,Ratnapura,House,2970,29,Needs renovation,Semi furnished,15,1.48,5.22,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1479620,0.83,6,Semi-urban,33176000
Kegalle,Kegalle Central,9,4,3,101,0,FALSE,FALSE,Both,Three phase,1,2013,9897814,Kegalle,House,1880,13,Average,Semi furnished,12,1.87,6.91,TRUE,FALSE,FALSE,FALSE,Tile,Terrazzo,2023,1099757,0.75,3,Semi-urban,24292000
Mannar,Mannar Central,3,3,3,35,0,TRUE,TRUE,Well,Three phase,2,2018,3234377,Mannar,House,1580,8,Good,Semi furnished,15,7.18,15.92,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2024,1078126,1,6,Rural,11320000
